0.014149000	3	2
0.164771000	2	3
0.365248000	2	3
0.568000000	2	3
0.773352000	2	3
0.970737000	2	3
1.168343000	2	3
1.367530000	2	3
1.572863000	2	3
1.780685000	2	3
1.969161000	2	3
2.174142000	2	3
2.372581000	2	3
2.646208000	2	3
2.771081000	2	3
2.965394000	2	3
3.176583000	2	3
3.372135000	2	3
3.576762000	2	3
3.766112000	2	3
3.966633000	2	3
4.173302000	2	3
4.374034000	2	3
4.572893000	2	3
4.775302000	2	3
4.969582000	2	3
5.170423000	2	3
5.369496000	2	3
5.565573000	2	3
5.767022000	2	3
5.973998000	2	3
6.173221000	2	3
6.368633000	2	3
6.568807000	2	3
6.765727000	2	3
6.966988000	2	3
7.171575000	2	3
7.372767000	2	3
7.565123000	2	3
7.770038000	2	3
7.971421000	2	3
8.170559000	2	3
8.380836000	2	3
8.566422000	2	3
8.766663000	2	3
8.970704000	2	3
9.172820000	2	3
9.370433000	2	3
9.569998000	2	3
9.766114000	2	3
9.965032000	2	3
10.172812000	2	3
10.374951000	2	3
10.579024000	2	3
10.778861000	2	3
10.967658000	2	3
11.169917000	2	3
11.368040000	2	3
11.574473000	2	3
11.767536000	2	3
11.974183000	2	3
12.171206000	2	3
12.375650000	2	3
12.574706000	2	3
12.775808000	2	3
12.973044000	2	3
13.166018000	2	3
13.368372000	2	3
13.577737000	2	3
13.770139000	2	3
13.966040000	2	3
14.170977000	2	3
14.367530000	2	3
14.564907000	2	3
14.773126000	2	3
14.978362000	2	3
15.166551000	2	3
15.376635000	2	3
15.570261000	2	3
15.773505000	2	3
15.977514000	2	3
16.172436000	2	3
16.366424000	2	3
16.567624000	2	3
16.767472000	2	3
16.968637000	2	3
17.170364000	2	3
17.366071000	2	3
17.572934000	2	3
17.775158000	2	3
17.967897000	2	3
18.165308000	2	3
18.367417000	2	3
18.586617000	2	3
18.767959000	2	3
18.965859000	2	3
19.176983000	2	3
19.367331000	2	3
19.572093000	2	3
19.773579000	2	3
19.980670000	2	3
20.165492000	2	3
20.371325000	2	3
20.578402000	2	3
20.769229000	2	3
20.969568000	2	3
21.167392000	2	3
21.366349000	2	3
21.571422000	2	3
21.769637000	2	3
21.971995000	2	3
22.173229000	2	3
22.390598000	2	3
22.570717000	2	3
22.773154000	2	3
22.964772000	2	3
23.169711000	2	3
23.372862000	2	3
23.571900000	2	3
23.777066000	2	3
23.995426000	2	3
24.167768000	2	3
24.368288000	2	3
24.566375000	2	3
24.773146000	2	3
24.978737000	2	3
25.168346000	2	3
25.388596000	2	3
25.579686000	2	3
25.767174000	2	3
25.972321000	2	3
26.178864000	2	3
26.376358000	2	3
26.585602000	2	3
26.765902000	2	3
26.972930000	2	3
27.177055000	2	3
27.372437000	2	3
27.575579000	2	3
27.771000000	2	3
27.972059000	2	3
28.166275000	2	3
28.367270000	2	3
28.565160000	2	3
28.776226000	2	3
28.966300000	2	3
29.174516000	2	3
29.385734000	2	3
29.568213000	2	3
29.766652000	2	3
29.974219000	2	3
30.182311000	2	3
30.373119000	2	3
30.570768000	2	3
30.770854000	2	3
30.976440000	2	3
31.174175000	2	3
31.381438000	2	3
31.573803000	2	3
31.775691000	2	3
31.974120000	2	3
32.171441000	2	3
32.364936000	2	3
32.573126000	2	3
32.766337000	2	3
32.968041000	2	3
33.169659000	2	3
33.379425000	2	3
33.574185000	2	3
33.774775000	2	3
33.970895000	2	3
34.175029000	2	3
34.365419000	2	3
34.615381000	2	3
34.778351000	2	3
34.977686000	2	3
35.174853000	2	3
35.368601000	2	3
35.573497000	2	3
35.771873000	2	3
35.977860000	2	3
36.174948000	2	3
36.373184000	2	3
36.573919000	2	3
36.783072000	2	3
36.978232000	2	3
37.175101000	2	3
37.367967000	2	3
37.567182000	2	3
37.774368000	2	3
37.964780000	2	3
38.171756000	2	3
38.372633000	2	3
38.576512000	2	3
38.771514000	2	3
38.979126000	2	3
39.166493000	2	3
39.370467000	2	3
39.590760000	2	3
39.779136000	2	3
39.977781000	2	3
40.169847000	2	3
40.375200000	2	3
40.577276000	2	3
40.779945000	2	3
40.981609000	2	3
41.166924000	2	3
41.367629000	2	3
41.572378000	2	3
41.768337000	2	3
41.967418000	2	3
42.167121000	2	3
42.366051000	2	3
42.567679000	2	3
42.766575000	2	3
42.972356000	2	3
43.168830000	2	3
43.374452000	2	3
43.573333000	2	3
43.780010000	2	3
43.980881000	2	3
44.172583000	2	3
44.377958000	2	3
44.570075000	2	3
44.767061000	2	3
44.969142000	2	3
45.166932000	2	3
45.379724000	2	3
45.578526000	2	3
45.769799000	2	3
45.970371000	2	3
46.166208000	2	3
46.380223000	2	3
46.617119000	2	3
46.784386000	2	3
46.981941000	2	3
47.174373000	2	3
47.381303000	2	3
47.586165000	2	3
47.767327000	2	3
47.970607000	2	3
48.173421000	2	3
48.366194000	2	3
48.576629000	2	3
48.765599000	2	3
48.975655000	2	3
49.175846000	2	3
49.367044000	2	3
49.567550000	2	3
49.766840000	2	3
49.977243000	2	3
50.172744000	2	3
50.372138000	2	3
50.567291000	2	3
50.767013000	2	3
50.974832000	2	3
51.179423000	2	3
51.390206000	2	3
51.590901000	2	3
51.767796000	2	3
51.967363000	2	3
52.177758000	2	3
52.368254000	2	3
52.578815000	2	3
52.775661000	2	3
52.975454000	2	3
53.164938000	2	3
53.368369000	2	3
53.566458000	2	3
53.766615000	2	3
53.972701000	2	3
54.171366000	2	3
54.372966000	2	3
54.574875000	2	3
54.770307000	2	3
54.976775000	2	3
55.173880000	2	3
55.367788000	2	3
55.571161000	2	3
55.766752000	2	3
55.973283000	2	3
56.222095000	2	3
56.375015000	2	3
56.566282000	2	3
56.773546000	2	3
57.370929000	2	3
57.578993000	2	3
57.774753000	2	3
57.967102000	2	3
58.165029000	2	3
58.366168000	2	3
58.568071000	2	3
58.779977000	2	3
58.971250000	2	3
59.174830000	2	3
59.403571000	2	3
59.576890000	2	3
59.774435000	2	3
59.969408000	2	3
60.173960000	2	3
60.376541000	2	3
60.565684000	2	3
60.766069000	2	3
60.971079000	2	3
61.169601000	2	3
61.373630000	2	3
61.579549000	2	3
61.773113000	2	3
61.969670000	2	3
62.168703000	2	3
62.368404000	2	3
62.566606000	2	3
62.789729000	2	3
62.965982000	2	3
63.168478000	2	3
63.369292000	2	3
63.568307000	2	3
63.771708000	2	3
63.966646000	2	3
64.165342000	2	3
64.378136000	2	3
64.568927000	2	3
64.769944000	2	3
64.970999000	2	3
65.176519000	2	3
65.372265000	2	3
65.574883000	2	3
65.767607000	2	3
65.970764000	2	3
66.181446000	2	3
66.366706000	2	3
66.573238000	2	3
66.774298000	2	3
66.969554000	2	3
67.173074000	2	3
67.368110000	2	3
67.577036000	2	3
67.769059000	2	3
67.967390000	2	3
68.168632000	2	3
68.369950000	2	3
68.574245000	2	3
68.775889000	2	3
68.972259000	2	3
69.178024000	2	3
69.366652000	2	3
69.567893000	2	3
69.765795000	2	3
69.965162000	2	3
70.170497000	2	3
70.374643000	2	3
70.574439000	2	3
70.770897000	2	3
70.975315000	2	3
71.167743000	2	3
71.374975000	2	3
71.573124000	2	3
71.775238000	2	3
71.966741000	2	3
72.166669000	2	3
72.367744000	2	3
72.577805000	2	3
72.778747000	2	3
72.968355000	2	3
73.180507000	2	3
73.375892000	2	3
73.565500000	2	3
73.833688000	2	3
73.973212000	2	3
74.176031000	2	3
74.367714000	2	3
74.568113000	2	3
74.771094000	2	3
74.974599000	2	3
75.169469000	2	3
75.370653000	2	3
75.606866000	2	3
75.774471000	2	3
75.974925000	2	3
76.165183000	2	3
76.371928000	2	3
76.576341000	2	3
76.767128000	2	3
76.968853000	2	3
77.167965000	2	3
77.368931000	2	3
77.612872000	2	3
77.816227000	2	3
77.975074000	2	3
78.165271000	2	3
78.367137000	2	3
78.567835000	2	3
78.772119000	2	3
78.967023000	2	3
79.168953000	2	3
79.371823000	2	3
79.571450000	2	3
79.777368000	2	3
79.971232000	2	3
80.167441000	2	3
80.366234000	2	3
80.614257000	2	3
80.783226000	2	3
80.973439000	2	3
81.166977000	2	3
81.364820000	2	3
81.569002000	2	3
81.776152000	2	3
81.969824000	2	3
82.175313000	2	3
82.365742000	2	3
82.569263000	2	3
82.767207000	2	3
82.965167000	2	3
83.166568000	2	3
83.374410000	2	3
83.578364000	2	3
83.775018000	2	3
83.968298000	2	3
84.176436000	2	3
84.375382000	2	3
84.566930000	2	3
84.775574000	2	3
84.977386000	2	3
85.171140000	2	3
85.370664000	2	3
85.574088000	2	3
85.776852000	2	3
85.969923000	2	3
86.165743000	2	3
86.365286000	2	3
86.569813000	2	3
86.778598000	2	3
86.976242000	2	3
87.171406000	2	3
87.370790000	2	3
87.569736000	2	3
87.765445000	2	3
87.967145000	2	3
88.172236000	2	3
88.371012000	2	3
88.578344000	2	3
88.772950000	2	3
88.973000000	2	3
89.165899000	2	3
89.372850000	2	3
89.579640000	2	3
89.804875000	2	3
89.979309000	2	3
90.168663000	2	3
90.375639000	2	3
90.573955000	2	3
90.780020000	2	3
90.965346000	2	3
91.173640000	2	3
91.366778000	2	3
91.565397000	2	3
91.765007000	2	3
91.977922000	2	3
92.171414000	2	3
92.367600000	2	3
92.574900000	2	3
92.771529000	2	3
92.966258000	2	3
93.166636000	2	3
93.368543000	2	3
93.571095000	2	3
93.777920000	2	3
93.978779000	2	3
94.172390000	2	3
94.367536000	2	3
94.572270000	2	3
94.767270000	2	3
94.973041000	2	3
95.166991000	2	3
95.373891000	2	3
95.575826000	2	3
95.769859000	2	3
95.976256000	2	3
96.166263000	2	3
96.365650000	2	3
96.575657000	2	3
96.777217000	2	3
96.965400000	2	3
97.173532000	2	3
97.367817000	2	3
97.570083000	2	3
97.765043000	2	3
97.972865000	2	3
98.175423000	2	3
98.370814000	2	3
98.569843000	2	3
98.772388000	2	3
98.966713000	2	3
99.174696000	2	3
99.369450000	2	3
99.571345000	2	3
99.775898000	2	3
99.966211000	2	3
100.172723000	2	3
100.370011000	2	3
100.568090000	2	3
100.776801000	2	3
100.971894000	2	3
101.175115000	2	3
101.368610000	2	3
101.569581000	2	3
101.779742000	2	3
101.977733000	2	3
102.167673000	2	3
102.373905000	2	3
102.574272000	2	3
102.776761000	2	3
102.973205000	2	3
103.174552000	2	3
103.374754000	2	3
103.568325000	2	3
103.776454000	2	3
103.966647000	2	3
104.173898000	2	3
104.367207000	2	3
104.574114000	2	3
104.764952000	2	3
104.977381000	2	3
105.182228000	2	3
105.372395000	2	3
105.566347000	2	3
105.769300000	2	3
105.975123000	2	3
106.166618000	2	3
106.367926000	2	3
106.572907000	2	3
106.771125000	2	3
106.974799000	2	3
107.174703000	2	3
107.365263000	2	3
107.572442000	2	3
107.768239000	2	3
107.964873000	2	3
108.182093000	2	3
108.371289000	2	3
108.575484000	2	3
108.772563000	2	3
108.974280000	2	3
109.182937000	2	3
109.371061000	2	3
109.567330000	2	3
109.775766000	2	3
109.969783000	2	3
110.170541000	2	3
110.376368000	2	3
110.566507000	2	3
110.771832000	2	3
110.976800000	2	3
111.178919000	2	3
111.373903000	2	3
111.571289000	2	3
111.767423000	2	3
111.987876000	2	3
112.171902000	2	3
112.374365000	2	3
112.570909000	2	3
112.770224000	2	3
112.971051000	2	3
113.174341000	2	3
113.372848000	2	3
113.585468000	2	3
113.775830000	2	3
113.967936000	2	3
114.167827000	2	3
114.370876000	2	3
114.574793000	2	3
114.784306000	2	3
114.983852000	2	3
115.186926000	2	3
115.374804000	2	3
115.702336000	2	3
115.771508000	2	3
115.976335000	2	3
116.202005000	2	3
116.367891000	2	3
116.568898000	2	3
116.766139000	2	3
117.372138000	2	3
117.644031000	2	3
117.767614000	2	3
117.967367000	2	3
118.165993000	2	3
118.368996000	2	3
118.578808000	2	3
118.768983000	2	3
118.967556000	2	3
119.175965000	2	3
119.367764000	2	3
119.576201000	2	3
119.783860000	2	3
119.978462000	2	3
120.172818000	2	3
120.369942000	2	3
120.571858000	2	3
120.775889000	2	3
120.984364000	2	3
121.179850000	2	3
121.380405000	2	3
121.565830000	2	3
121.771960000	2	3
121.979402000	2	3
122.172937000	2	3
122.373618000	2	3
122.576302000	2	3
122.776686000	2	3
122.968138000	2	3
123.167294000	2	3
123.375451000	2	3
123.580358000	2	3
123.768779000	2	3
123.969850000	2	3
124.174415000	2	3
124.375357000	2	3
124.568394000	2	3
124.765145000	2	3
124.967700000	2	3
125.170718000	2	3
125.365678000	2	3
125.566183000	2	3
125.770413000	2	3
125.968268000	2	3
126.173724000	2	3
126.371147000	2	3
126.576999000	2	3
126.779743000	2	3
126.974691000	2	3
127.170590000	2	3
127.377126000	2	3
127.573730000	2	3
127.773136000	2	3
127.975751000	2	3
128.173641000	2	3
128.366762000	2	3
128.573792000	2	3
128.822986000	2	3
128.976123000	2	3
129.166140000	2	3
129.364767000	2	3
129.580086000	2	3
129.770081000	2	3
129.975899000	2	3
130.183517000	2	3
130.370453000	2	3
130.567687000	2	3
130.766228000	2	3
130.969633000	2	3
131.165006000	2	3
131.377900000	2	3
131.574583000	2	3
131.771606000	2	3
131.976467000	2	3
132.170678000	2	3
132.385987000	2	3
132.573790000	2	3
132.771100000	2	3
132.972572000	2	3
133.170746000	2	3
133.370212000	2	3
133.566314000	2	3
133.770736000	2	3
133.978848000	2	3
134.183115000	2	3
134.364786000	2	3
134.571283000	2	3
134.771699000	2	3
134.974498000	2	3
135.178549000	2	3
135.370962000	2	3
135.569602000	2	3
135.775906000	2	3
135.966060000	2	3
136.172943000	2	3
136.379836000	2	3
136.567911000	2	3
136.767259000	2	3
136.970814000	2	3
137.164853000	2	3
137.367119000	2	3
137.691573000	2	3
137.776693000	2	3
137.971627000	2	3
138.253146000	2	3
138.367039000	2	3
138.570235000	2	3
138.770814000	2	3
138.968219000	2	3
139.199316000	2	3
139.378629000	2	3
139.570836000	2	3
139.774798000	2	3
139.968035000	2	3
140.171281000	2	3
140.372781000	2	3
140.575824000	2	3
140.772763000	2	3
140.973132000	2	3
141.174764000	2	3
141.366267000	2	3
141.577715000	2	3
141.773828000	2	3
141.967149000	2	3
142.248248000	2	3
142.376163000	2	3
142.564977000	2	3
142.771463000	2	3
142.969224000	2	3
143.165694000	2	3
143.370609000	2	3
143.570538000	2	3
143.765726000	2	3
143.975226000	2	3
144.177826000	2	3
144.376283000	2	3
144.570568000	2	3
144.766143000	2	3
144.980952000	2	3
145.173503000	2	3
145.368129000	2	3
145.568394000	2	3
145.766725000	2	3
145.976043000	2	3
146.168323000	2	3
146.376898000	2	3
146.567037000	2	3
146.776732000	2	3
146.977226000	2	3
147.172940000	2	3
147.368907000	2	3
147.570308000	2	3
147.775331000	2	3
147.969005000	2	3
148.182151000	2	3
148.366934000	2	3
148.567929000	2	3
148.766488000	2	3
148.966411000	2	3
149.172004000	2	3
149.370821000	2	3
149.567241000	2	3
149.777001000	2	3
149.968544000	2	3
150.207944000	2	3
150.373893000	2	3
150.574924000	2	3
150.765580000	2	3
150.976886000	2	3
151.174754000	2	3
151.382225000	2	3
151.570642000	2	3
151.774385000	2	3
151.968230000	2	3
152.173780000	2	3
152.370315000	2	3
152.569522000	2	3
152.773647000	2	3
152.976750000	2	3
153.169792000	2	3
153.373025000	2	3
153.568542000	2	3
153.766796000	2	3
153.974936000	2	3
154.176765000	2	3
154.372002000	2	3
154.565442000	2	3
154.769163000	2	3
154.972483000	2	3
155.181575000	2	3
155.369534000	2	3
155.573455000	2	3
155.775401000	2	3
155.974772000	2	3
156.174422000	2	3
156.380004000	2	3
156.565250000	2	3
156.835983000	2	3
156.976331000	2	3
157.169901000	2	3
157.372243000	2	3
157.566721000	2	3
157.773324000	2	3
157.977710000	2	3
158.172891000	2	3
158.416241000	2	3
158.569689000	2	3
158.767569000	2	3
